#separator:tab
#html:true
#notetype:Cloze
#columns:Text	Back Extra	Tags
# Topic 11 — Everyday Life at Home / Family: Kanji & Vocabulary cloze cards
# Each item has 2 cards: no-hint recall, then meaning-hint recall. Back Extra includes
# the full sentence's hiragana reading plus the English translation.
どう？美{{c1::味::味}}しい？	<div class="meaning-line">あじ — taste (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">どう？おいしい？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">How is it? Is it good?</div></div>	kanji::topic11 kanji::topic11-s02
食べ終わったら、お{{c1::皿::皿}}を片付けようね。	<div class="meaning-line">さら — plate (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">たべおわったら、おさらをかたづけようね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Once you're done, let's clear the plates.</div></div>	kanji::topic11 kanji::topic11-s02
食べ終わったら、お皿を{{c1::片::片}}付けようね。	<div class="meaning-line">かた(づける) — put in order (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">たべおわったら、おさらをかたづけようね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Once you're done, let's clear the plates.</div></div>	kanji::topic11 kanji::topic11-s02
{{c1::満::満}}腹になったよ。	<div class="meaning-line">まん — full (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">まんぷくになったよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">I'm full now (my stomach is full).</div></div>	kanji::topic11 kanji::topic11-s02
残りは{{c1::冷::冷}}蔵庫にしまっておくね。	<div class="meaning-line">ひ(やす)、つめ(たい) — cool / cold (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">のこりはれいぞうこにしまっておくね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">I'll put the leftovers in the fridge.</div></div>	kanji::topic11 kanji::topic11-s02
洗{{c1::濯::濯}}物を干してくれる？	<div class="meaning-line">たく — rinse/wash (laundry) (beyond N1)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">せんたくものをほしてくれる？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Can you hang up the laundry?</div></div>	kanji::topic11 kanji::topic11-s03
洗濯物を{{c1::干::干}}してくれる？	<div class="meaning-line">ほ(す) — to hang/dry (N2)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">せんたくものをほしてくれる？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Can you hang up the laundry?</div></div>	kanji::topic11 kanji::topic11-s03
乾いた服を{{c1::畳::畳}}もう。	<div class="meaning-line">たた(む) — to fold (N2)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">かわいたふくをたたもう。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Let's fold the dry clothes.</div></div>	kanji::topic11 kanji::topic11-s03
{{c1::掃::掃}}除機をかけるね。	<div class="meaning-line">そう(じ) — sweep/clean (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">そうじきをかけるね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">I'll vacuum now.</div></div>	kanji::topic11 kanji::topic11-s03
掃{{c1::除::除}}機をかけるね。	<div class="meaning-line">じょ — remove (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">そうじきをかけるね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">I'll vacuum now.</div></div>	kanji::topic11 kanji::topic11-s03
ゴミを{{c1::捨::捨}}てようね。	<div class="meaning-line">す(てる) — throw away (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">ゴミをすてようね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Let's throw away the trash.</div></div>	kanji::topic11 kanji::topic11-s03
{{c1::順::順}}番に並んでね。	<div class="meaning-line">じゅん — order/turn (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">じゅんばんにならんでね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Line up in order / take turns.</div></div>	kanji::topic11 kanji::topic11-s03
準備して、{{c1::出::出}}かけるよ。	<div class="meaning-line">で(かける) — go out (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">じゅんびして、でかけるよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Get ready, we're heading out.</div></div>	kanji::topic11 kanji::topic11-s04
{{c1::準::準}}備して、出かけるよ。	<div class="meaning-line">じゅん — prepare (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">じゅんびして、でかけるよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Get ready, we're heading out.</div></div>	kanji::topic11 kanji::topic11-s04
準{{c1::備::備}}して、出かけるよ。	<div class="meaning-line">び — prepare/equip (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">じゅんびして、でかけるよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Get ready, we're heading out.</div></div>	kanji::topic11 kanji::topic11-s04
{{c1::鍵::鍵}}を閉めた？	<div class="meaning-line">かぎ — key/lock (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">かぎをしめた？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Did you lock the door?</div></div>	kanji::topic11 kanji::topic11-s04
鍵を{{c1::閉::閉}}めた？	<div class="meaning-line">し(める) — close (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">かぎをしめた？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Did you lock the door?</div></div>	kanji::topic11 kanji::topic11-s04
水筒を{{c1::持::持}}っていこう。	<div class="meaning-line">も(つ) — carry/hold (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">すいとうをもっていこう。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Let's take the water bottle.</div></div>	kanji::topic11 kanji::topic11-s04
{{c1::公::公}}園に行こう！	<div class="meaning-line">こう — public (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">こうえんにいこう！</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Let's go to the park!</div></div>	kanji::topic11 kanji::topic11-s04
帰りにスーパーで{{c1::買::買}}い物しよう。	<div class="meaning-line">か(う) — buy (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">かえりにスーパーでかいものしよう。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Let's do shopping at the supermarket on the way back.</div></div>	kanji::topic11 kanji::topic11-s04
{{c1::行::行}}ってきます！	<div class="meaning-line">い(く) — go (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">いってきます！</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">I'm off (I'll be back)!</div></div>	kanji::topic11 kanji::topic11-s05
何時に{{c1::帰::帰}}る？	<div class="meaning-line">かえ(る) — return/go home (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">なんじにかえる？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">What time will you be home?</div></div>	kanji::topic11 kanji::topic11-s05
すぐ{{c1::戻::戻}}るね。	<div class="meaning-line">もど(る) — come back (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">すぐもどるね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">I'll be right back.</div></div>	kanji::topic11 kanji::topic11-s05
何{{c1::時::時}}に帰る？	<div class="meaning-line">じ、とき — time/hour (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">なんじにかえる？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">What time will you be home?</div></div>	kanji::topic11 kanji::topic11-s05
六時{{c1::頃::頃}}、帰るよ。	<div class="meaning-line">ころ — around (time) (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">ろくじごろ、かえるよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">I'll be back around six.</div></div>	kanji::topic11 kanji::topic11-s05
今日はちょっと{{c1::遅::遅}}くなるかも。	<div class="meaning-line">おそ(い) — late (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">きょうはちょっとおそくなるかも。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">I might be a bit late today.</div></div>	kanji::topic11 kanji::topic11-s05
{{c1::玄::玄}}関で靴を脱いでね。	<div class="meaning-line">げん — entrance (compound) (N2)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">げんかんでくつをぬいでね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Take your shoes off at the entrance.</div></div>	kanji::topic11 kanji::topic11-s05
玄{{c1::関::関}}で靴を脱いでね。	<div class="meaning-line">かん — related/gate (compound) (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">げんかんでくつをぬいでね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Take your shoes off at the entrance.</div></div>	kanji::topic11 kanji::topic11-s05
ちょっと{{c1::待::待}}って。	<div class="meaning-line">ま(つ) — wait (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">ちょっとまって。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Wait a second.</div></div>	kanji::topic11 kanji::topic11-s06
電気を{{c1::消::消}}してくれる？	<div class="meaning-line">け(す) — turn off/erase (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">でんきをけしてくれる？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Can you turn off the light?</div></div>	kanji::topic11 kanji::topic11-s06 kanji::topic11-s08
{{c1::急::急}}いで、遅れちゃうよ。	<div class="meaning-line">いそ(ぐ) — hurry (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">いそいで、おくれちゃうよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Hurry up, we'll be late.</div></div>	kanji::topic11 kanji::topic11-s06
電{{c1::気::気}}を消してくれる？	<div class="meaning-line">き — care/spirit (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">でんきをけしてくれる？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Can you turn off the light?</div></div>	kanji::topic11 kanji::topic11-s06 kanji::topic11-s07 kanji::topic11-s13
タオル、{{c1::渡::渡}}してくれる？	<div class="meaning-line">わた(す) — hand over (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">タオル、わたしてくれる？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Can you hand me the towel?</div></div>	kanji::topic11 kanji::topic11-s06
{{c1::静::静}}かにして、赤ちゃんが寝てるよ。	<div class="meaning-line">しず(か) — quiet (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">しずかにして、あかちゃんがねてるよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Be quiet, the baby is sleeping.</div></div>	kanji::topic11 kanji::topic11-s06
それ、熱いから{{c1::触::触}}らないで。	<div class="meaning-line">さわ(る) — touch (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">それ、あついからさわらないで。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">That's hot, so don't touch it.</div></div>	kanji::topic11 kanji::topic11-s06
{{c1::危::危}}ない！離れて！	<div class="meaning-line">あぶ(ない) — dangerous (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">あぶない！はなれて！</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Careful! Step back!</div></div>	kanji::topic11 kanji::topic11-s06
ただいま、{{c1::疲::疲}}れた〜。	<div class="meaning-line">つか(れる) — get tired (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">ただいま、つかれた〜。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">I'm home, so tired...</div></div>	kanji::topic11 kanji::topic11-s07
大丈夫？なんか{{c1::元::元}}気ないね。	<div class="meaning-line">げん — origin/vitality (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">だいじょうぶ？なんかげんきないね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Are you okay? You seem a bit down.</div></div>	kanji::topic11 kanji::topic11-s07
お疲れ様。{{c1::今::今}}日はどうだった？	<div class="meaning-line">いま — now (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">おつかれさま。きょうはどうだった？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Good work today. How was today?</div></div>	kanji::topic11 kanji::topic11-s07 kanji::topic11-s10
お疲れ様。今{{c1::日::日}}はどうだった？	<div class="meaning-line">ひ、にち — day (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">おつかれさま。きょうはどうだった？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Good work today. How was today?</div></div>	kanji::topic11 kanji::topic11-s07
{{c1::楽::楽}}しかったよ、でもちょっと疲れた。	<div class="meaning-line">たの(しい) — fun/enjoyable (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">たのしかったよ、でもちょっとつかれた。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">It was fun, but a bit tiring.</div></div>	kanji::topic11 kanji::topic11-s07 kanji::topic11-s10
{{c1::大::大}}丈夫？顔色悪いよ。	<div class="meaning-line">だい、たい — big (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">だいじょうぶ？かおいろわるいよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Are you okay? You look pale.</div></div>	kanji::topic11 kanji::topic11-s07
ううん、別に。ちょっと大{{c1::変::変}}な日だっただけ。	<div class="meaning-line">へん — strange/change (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">ううん、べつに。ちょっとたいへんなひだっただけ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">No, not really. Just a tough day.</div></div>	kanji::topic11 kanji::topic11-s07
そろそろお{{c1::風::風}}呂に入ろうか。	<div class="meaning-line">ふろ — bath (compound 風呂) (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">そろそろおふろにはいろうか。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Shall we take a bath soon?</div></div>	kanji::topic11 kanji::topic11-s08
そろそろお風{{c1::呂::呂}}に入ろうか。	<div class="meaning-line">ろ — bath (compound) (beyond N1)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">そろそろおふろにはいろうか。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Shall we take a bath soon?</div></div>	kanji::topic11 kanji::topic11-s08
お風呂から出たら、{{c1::歯::歯}}を磨こう。	<div class="meaning-line">は — tooth (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">おふろからでたら、はをみがこう。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Once you're out of the bath, let's brush teeth.</div></div>	kanji::topic11 kanji::topic11-s08
お風呂から出たら、歯を{{c1::磨::磨}}こう。	<div class="meaning-line">みが(く) — polish/brush (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">おふろからでたら、はをみがこう。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Once you're out of the bath, let's brush teeth.</div></div>	kanji::topic11 kanji::topic11-s08
おもちゃを片付けてから{{c1::寝::寝}}ようね。	<div class="meaning-line">ね(る) — sleep (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">おもちゃをかたづけてからねようね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Let's tidy the toys before bed.</div></div>	kanji::topic11 kanji::topic11-s08
{{c1::夜::夜}}はもう暗いね。	<div class="meaning-line">よる — night (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">よるはもうくらいね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">It's already dark at night.</div></div>	kanji::topic11 kanji::topic11-s08
{{c1::布::布}}団に入って。	<div class="meaning-line">ふ — cloth (compound 布団) (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">ふとんにはいって。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Get into bed.</div></div>	kanji::topic11 kanji::topic11-s08
今日は{{c1::休::休}}みの日だよ。	<div class="meaning-line">やす(み) — rest/day off (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">きょうはやすみのひだよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Today is a day off.</div></div>	kanji::topic11 kanji::topic11-s09
今度の{{c1::週::週}}末、何する？	<div class="meaning-line">しゅう — week (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">こんどのしゅうまつ、なにする？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">What should we do this coming weekend?</div></div>	kanji::topic11 kanji::topic11-s09
今度の週{{c1::末::末}}、何する？	<div class="meaning-line">まつ — end (compound 週末) (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">こんどのしゅうまつ、なにする？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">What should we do this coming weekend?</div></div>	kanji::topic11 kanji::topic11-s09
特に{{c1::予::予}}定ないから、決めようか。	<div class="meaning-line">よ — beforehand (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">とくによていないから、きめようか。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">We don't have plans yet, so let's decide.</div></div>	kanji::topic11 kanji::topic11-s09
特に予{{c1::定::定}}ないから、決めようか。	<div class="meaning-line">てい — fixed/decided (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">とくによていないから、きめようか。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">We don't have plans yet, so let's decide.</div></div>	kanji::topic11 kanji::topic11-s09
公園に{{c1::遊::遊}}びに行かない？	<div class="meaning-line">あそ(ぶ) — play (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">こうえんにあそびにいかない？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Want to go play at the park?</div></div>	kanji::topic11 kanji::topic11-s09
家事を半{{c1::分::分}}に分けようね。	<div class="meaning-line">わ(ける) — divide (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">かじをはんぶんにわけようね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Let's split the chores in half.</div></div>	kanji::topic11 kanji::topic11-s09
特に予定ないから、{{c1::決::決}}めようか。	<div class="meaning-line">き(める) — decide (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">とくによていないから、きめようか。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">We don't have plans yet, so let's decide.</div></div>	kanji::topic11 kanji::topic11-s09
今日は幼稚{{c1::園::園}}で何した？	<div class="meaning-line">えん — garden/institution (compound) (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">きょうはようちえんでなにした？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">What did you do at kindergarten today?</div></div>	kanji::topic11 kanji::topic11-s10
{{c1::友::友}}達とケンカした？	<div class="meaning-line">とも — friend (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">ともだちとケンカした？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Did you fight with a friend?</div></div>	kanji::topic11 kanji::topic11-s10
{{c1::先::先}}生に褒められた？	<div class="meaning-line">せん — before/teacher (compound) (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">せんせいにほめられた？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Did the teacher praise you?</div></div>	kanji::topic11 kanji::topic11-s10
先{{c1::生::生}}に褒められた？	<div class="meaning-line">せい — life/birth (compound) (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">せんせいにほめられた？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Did the teacher praise you?</div></div>	kanji::topic11 kanji::topic11-s10
今日は幼稚園で{{c1::何::何}}した？	<div class="meaning-line">なに、なん — what (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">きょうはようちえんでなにした？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">What did you do at kindergarten today?</div></div>	kanji::topic11 kanji::topic11-s10
それは{{c1::悪::悪}}いことだよ。	<div class="meaning-line">わる(い) — bad (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">それはわるいことだよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">That's a bad thing.</div></div>	kanji::topic11 kanji::topic11-s11
{{c1::良::良}}い子だね。	<div class="meaning-line">よ(い) — good (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">よいこだね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">You're a good kid.</div></div>	kanji::topic11 kanji::topic11-s11
それは{{c1::駄::駄}}目だよ。	<div class="meaning-line">だ — (compound だめ) no good (beyond N1)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">それはだめだよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">That's not okay.</div></div>	kanji::topic11 kanji::topic11-s11
{{c1::目::目}}を見て話してね。	<div class="meaning-line">め、だめ — eye / (compound) no good (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">めをみてはなしてね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Look at me (my eyes) and talk.</div></div>	kanji::topic11 kanji::topic11-s11
ちゃんと{{c1::謝::謝}}ろうね。	<div class="meaning-line">あやま(る) — apologize (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">ちゃんとあやまろうね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Let's properly apologize.</div></div>	kanji::topic11 kanji::topic11-s11
ちゃんと{{c1::理::理}}由を言ってね。	<div class="meaning-line">り — reason (compound) (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">ちゃんとりゆうをいってね。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Properly tell me the reason.</div></div>	kanji::topic11 kanji::topic11-s11 kanji::topic11-s13
理{{c1::由::由}}を教えて。	<div class="meaning-line">ゆう、ゆ — reason (compound 理由) (N3)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">りゆうをおしえて。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Tell me the reason.</div></div>	kanji::topic11 kanji::topic11-s11 kanji::topic11-s13
{{c1::泣::泣}}かないで、大丈夫だよ。	<div class="meaning-line">な(く) — cry (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">なかないで、だいじょうぶだよ。</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Don't cry, it's okay.</div></div>	kanji::topic11 kanji::topic11-s11
今日はどの{{c1::絵::絵}}本を読む？	<div class="meaning-line">え — picture (N4)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">きょうはどのえほんをよむ？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Which picture book shall we read today?</div></div>	kanji::topic11 kanji::topic11-s12
今日はどの絵{{c1::本::本}}を読む？	<div class="meaning-line">ほん — book (N5)</div><div class="reading-block"><div class="label">Sentence reading:</div><div class="reading-text">きょうはどのえほんをよむ？</div></div><div class="translation-block"><div class="label">Translation:</div><div class="translation-text">Which picture book shall we read today?</div></div>	kanji::topic11 kanji::topic11-s12
