#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 4 (Sou Matome N2) — Japanese grammar and usage: Grammar/Listening patterns
<div class="front-main">〜により</div><div class="front-example-sentence-1">未成年者の飲酒は、法律により禁じられている。</div>	<div class="back-main-reading">により</div><div class="back-main-english-explanation">due to/by means of (formal)</div><div class="back-example-sentence-1-reading">みせいねんしゃのいんしゅは、ほうりつによりきんじられている。</div><div class="back-example-sentence-1-english">Minors' alcohol consumption is prohibited by law.</div>	grammar::w4 grammar::w4d3 jlpt::n2 type::grammar
<div class="front-main">〜により</div><div class="front-example-sentence-1">その地震による被害は、過去最大だった。</div>	<div class="back-main-reading">により</div><div class="back-main-english-explanation">due to/by means of (formal)</div><div class="back-example-sentence-1-reading">そのじしんによるひがいは、かこさいだいだった。</div><div class="back-example-sentence-1-english">The damage due to that earthquake was the largest in history.</div>	grammar::w4 grammar::w4d3 jlpt::n2 type::grammar
<div class="front-main">〜にかかわって</div><div class="front-example-sentence-1">彼は汚職事件にかかわって逮捕された。</div>	<div class="back-main-reading">にかかわって</div><div class="back-main-english-explanation">concerning/involved in</div><div class="back-example-sentence-1-reading">かれはおしょくじけんにかかわってたいほされた。</div><div class="back-example-sentence-1-english">He was arrested for being involved in a corruption case.</div>	grammar::w4 grammar::w4d3 jlpt::n2 type::grammar
<div class="front-main">〜にかかわって</div><div class="front-example-sentence-1">命にかかわる病気。</div>	<div class="back-main-reading">にかかわって</div><div class="back-main-english-explanation">concerning/involved in</div><div class="back-example-sentence-1-reading">いのちにかかわるびょうき。</div><div class="back-example-sentence-1-english">A life-threatening illness.</div>	grammar::w4 grammar::w4d3 jlpt::n2 type::grammar
<div class="front-main">〜ながら(も)</div><div class="front-example-sentence-1">悪いことと知りながら、盗みを繰り返した。</div>	<div class="back-main-reading">ながら(も)</div><div class="back-main-english-explanation">while/although</div><div class="back-example-sentence-1-reading">わるいこととしりながら、ぬすみをくりかえした。</div><div class="back-example-sentence-1-english">While I knew it was wrong, I continued to steal.</div>	grammar::w4 grammar::w4d4 jlpt::n2 type::grammar
<div class="front-main">〜ながら(も)</div><div class="front-example-sentence-1">「狭いながらも楽しいわが家」という言葉がある。</div>	<div class="back-main-reading">ながら(も)</div><div class="back-main-english-explanation">while/although</div><div class="back-example-sentence-1-reading">「せまいながらもたのしいわがや」ということばがある。</div><div class="back-example-sentence-1-english">There is a saying, "a small but happy home."</div>	grammar::w4 grammar::w4d4 jlpt::n2 type::grammar
<div class="front-main">〜つつ(も)</div><div class="front-example-sentence-1">彼女は忙しいと言いつつ、長電話をしている。</div>	<div class="back-main-reading">つつ(も)</div><div class="back-main-english-explanation">even though/while (also: doing two things at once)</div><div class="back-example-sentence-1-reading">かのじょはいそがしいといいつつ、ながでんわをしている。</div><div class="back-example-sentence-1-english">Though she says she's busy, she keeps having long phone calls.</div>	grammar::w4 grammar::w4d4 jlpt::n2 type::grammar
<div class="front-main">〜つつ(も)</div><div class="front-example-sentence-1">今日こそがんばろうと思いつつ、また勉強しなかった。</div>	<div class="back-main-reading">つつ(も)</div><div class="back-main-english-explanation">even though/while (also: doing two things at once)</div><div class="back-example-sentence-1-reading">きょうこそがんばろうとおもいつつ、またべんきょうしなかった。</div><div class="back-example-sentence-1-english">I was thinking I'd finally work hard today, but again I didn't study.</div>	grammar::w4 grammar::w4d4 jlpt::n2 type::grammar
<div class="front-main">〜つつ(も)</div><div class="front-example-sentence-1">先生と相談しつつ、進路を決めたいと思う。</div>	<div class="back-main-reading">つつ(も)</div><div class="back-main-english-explanation">even though/while (also: doing two things at once)</div><div class="back-example-sentence-1-reading">せんせいとそうだんしつつ、しんろをきめたいとおもう。</div><div class="back-example-sentence-1-english">I want to decide my career path while consulting with my teacher.</div>	grammar::w4 grammar::w4d4 jlpt::n2 type::grammar
<div class="front-main">〜つつある</div><div class="front-example-sentence-1">医療はますます進歩しつつある。</div>	<div class="back-main-reading">つつある</div><div class="back-main-english-explanation">in the process of/progressively</div><div class="back-example-sentence-1-reading">いりょうはますますしんぽしつつある。</div><div class="back-example-sentence-1-english">Medical care is progressing more and more.</div>	grammar::w4 grammar::w4d4 jlpt::n2 type::grammar
<div class="front-main">〜つつある</div><div class="front-example-sentence-1">新種のウイルスによる被害は、全国に広がりつつある。</div>	<div class="back-main-reading">つつある</div><div class="back-main-english-explanation">in the process of/progressively</div><div class="back-example-sentence-1-reading">しんしゅのウイルスによるひがいは、ぜんこくにひろがりつつある。</div><div class="back-example-sentence-1-english">Damage caused by the new virus is spreading across the nation.</div>	grammar::w4 grammar::w4d4 jlpt::n2 type::grammar
<div class="front-main">〜くせして</div><div class="front-example-sentence-1">知らないくせして、知っているようなことを言うな。</div>	<div class="back-main-reading">くせして</div><div class="back-main-english-explanation">although... (contemptuous)</div><div class="back-example-sentence-1-reading">しらないくせして、しっているようなことをいうな。</div><div class="back-example-sentence-1-english">Don't talk as if you know when you don't.</div>	grammar::w4 grammar::w4d4 jlpt::n2 type::grammar
<div class="front-main">〜くせして</div><div class="front-example-sentence-1">大学生のくせして、そんなことも知らないの？</div>	<div class="back-main-reading">くせして</div><div class="back-main-english-explanation">although... (contemptuous)</div><div class="back-example-sentence-1-reading">だいがくせいのくせして、そんなこともしらないの？</div><div class="back-example-sentence-1-english">You're a university student, and you don't even know that?</div>	grammar::w4 grammar::w4d4 jlpt::n2 type::grammar
<div class="front-main">〜べき</div><div class="front-example-sentence-1">そんなことをすべきではない。</div>	<div class="back-main-reading">べき</div><div class="back-main-english-explanation">should</div><div class="back-example-sentence-1-reading">そんなことをすべきではない。</div><div class="back-example-sentence-1-english">You should not do that.</div>	grammar::w4 grammar::w4d5 jlpt::n2 type::grammar
<div class="front-main">〜べき</div><div class="front-example-sentence-1">もっと勉強するべきだった。</div>	<div class="back-main-reading">べき</div><div class="back-main-english-explanation">should</div><div class="back-example-sentence-1-reading">もっとべんきょうするべきだった。</div><div class="back-example-sentence-1-english">I should have studied more.</div>	grammar::w4 grammar::w4d5 jlpt::n2 type::grammar
<div class="front-main">〜ざるをえない</div><div class="front-example-sentence-1">いやな仕事でも、生活のためには続けざるをえない。</div>	<div class="back-main-reading">ざるをえない</div><div class="back-main-english-explanation">cannot help but/have no choice but to</div><div class="back-example-sentence-1-reading">いやなしごとでも、せいかつのためにはつづけざるをえない。</div><div class="back-example-sentence-1-english">Even if it's an unpleasant job, I have no choice but to continue it for the sake of my living.</div>	grammar::w4 grammar::w4d5 jlpt::n2 type::grammar
<div class="front-main">〜ざるをえない</div><div class="front-example-sentence-1">この戦争は間違いだったと言わざるをえない。</div>	<div class="back-main-reading">ざるをえない</div><div class="back-main-english-explanation">cannot help but/have no choice but to</div><div class="back-example-sentence-1-reading">このせんそうはまちがいだったといわざるをえない。</div><div class="back-example-sentence-1-english">I have no choice but to say this war was a mistake.</div>	grammar::w4 grammar::w4d5 jlpt::n2 type::grammar
<div class="front-main">〜ことになっている</div><div class="front-example-sentence-1">明日、ここで卒業式が行われることになっている。</div>	<div class="back-main-reading">ことになっている</div><div class="back-main-english-explanation">it is arranged/it is a rule</div><div class="back-example-sentence-1-reading">あした、ここでそつぎょうしきがおこなわれることになっている。</div><div class="back-example-sentence-1-english">The graduation ceremony is scheduled to be held here tomorrow.</div>	grammar::w4 grammar::w4d5 jlpt::n2 type::grammar
<div class="front-main">〜ことになっている</div><div class="front-example-sentence-1">60点以上が合格ということになっている。</div>	<div class="back-main-reading">ことになっている</div><div class="back-main-english-explanation">it is arranged/it is a rule</div><div class="back-example-sentence-1-reading">60てんいじょうがごうかくということになっている。</div><div class="back-example-sentence-1-english">The rule is that 60 points or more is a passing grade.</div>	grammar::w4 grammar::w4d5 jlpt::n2 type::grammar
<div class="front-main">〜にすぎない</div><div class="front-example-sentence-1">単なる言い間違いにすぎない。</div>	<div class="back-main-reading">にすぎない</div><div class="back-main-english-explanation">nothing more than/just</div><div class="back-example-sentence-1-reading">たんなるいいまちがいにすぎない。</div><div class="back-example-sentence-1-english">It is just a simple slip of the tongue.</div>	grammar::w4 grammar::w4d5 jlpt::n2 type::grammar
<div class="front-main">〜にすぎない</div><div class="front-example-sentence-1">簡単な日常英会話ができるにすぎない。</div>	<div class="back-main-reading">にすぎない</div><div class="back-main-english-explanation">nothing more than/just</div><div class="back-example-sentence-1-reading">かんたんなにちじょうえいかいわができるにすぎない。</div><div class="back-example-sentence-1-english">I can only have simple everyday conversations.</div>	grammar::w4 grammar::w4d5 jlpt::n2 type::grammar
<div class="front-main">〜にあたり</div><div class="front-example-sentence-1">図書館の利用にあたり、図書カードが必要です。</div>	<div class="back-main-reading">にあたり</div><div class="back-main-english-explanation">upon/when (formal, starting something official)</div><div class="back-example-sentence-1-reading">としょかんのりようにあたり、としょカードがひつようです。</div><div class="back-example-sentence-1-english">Upon using the library, a library card is necessary.</div>	grammar::w4 grammar::w4d6 jlpt::n2 type::grammar
<div class="front-main">〜にあたり</div><div class="front-example-sentence-1">アルバイトをするにあたっては、学業に無理のないようにすること。</div>	<div class="back-main-reading">にあたり</div><div class="back-main-english-explanation">upon/when (formal, starting something official)</div><div class="back-example-sentence-1-reading">アルバイトをするにあたっては、がくぎょうにむりのないようにすること。</div><div class="back-example-sentence-1-english">When working a part-time job, ensure it does not interfere with your studies.</div>	grammar::w4 grammar::w4d6 jlpt::n2 type::grammar
<div class="front-main">〜に沿って</div><div class="front-example-sentence-1">資料に沿って、ご説明いたします。</div>	<div class="back-main-reading">にそって</div><div class="back-main-english-explanation">along/in accordance with</div><div class="back-example-sentence-1-reading">しりょうにそって、ごせつめいいたします。</div><div class="back-example-sentence-1-english">I will explain based on the materials.</div>	grammar::w4 grammar::w4d6 jlpt::n2 type::grammar
<div class="front-main">〜に沿って</div><div class="front-example-sentence-1">お客様の希望に沿った旅行プランをお作りします。</div>	<div class="back-main-reading">にそって</div><div class="back-main-english-explanation">along/in accordance with</div><div class="back-example-sentence-1-reading">おきゃくさまのきぼうにそったりょこうプランをおつくりします。</div><div class="back-example-sentence-1-english">I will create a travel plan in accordance with the customer's wishes.</div>	grammar::w4 grammar::w4d6 jlpt::n2 type::grammar
<div class="front-main">〜に先立ち</div><div class="front-example-sentence-1">開店に先立ち、パーティーが行われた。</div>	<div class="back-main-reading">にさきだち</div><div class="back-main-english-explanation">prior to (formal)</div><div class="back-example-sentence-1-reading">かいてんにさきだち、パーティーがおこなわれた。</div><div class="back-example-sentence-1-english">A party was held prior to the opening.</div>	grammar::w4 grammar::w4d6 jlpt::n2 type::grammar
<div class="front-main">〜に先立ち</div><div class="front-example-sentence-1">新製品の開発に先立って、アンケート調査を行った。</div>	<div class="back-main-reading">にさきだち</div><div class="back-main-english-explanation">prior to (formal)</div><div class="back-example-sentence-1-reading">しんせいひんのかいはつにさきだって、アンケートちょうさをおこなった。</div><div class="back-example-sentence-1-english">We conducted a survey prior to developing the new product.</div>	grammar::w4 grammar::w4d6 jlpt::n2 type::grammar
<div class="front-main">〜にわたって</div><div class="front-example-sentence-1">関東地方は広い範囲にわたって大雨となるでしょう。</div>	<div class="back-main-reading">にわたって</div><div class="back-main-english-explanation">over a period/area</div><div class="back-example-sentence-1-reading">かんとうちほうはひろいはんいにわたっておおあめとなるでしょう。</div><div class="back-example-sentence-1-english">Heavy rain is expected over a wide area of the Kanto region.</div>	grammar::w4 grammar::w4d6 jlpt::n2 type::grammar
<div class="front-main">〜にわたって</div><div class="front-example-sentence-1">20年間にわたり、この薬の研究をしてきた。</div>	<div class="back-main-reading">にわたって</div><div class="back-main-english-explanation">over a period/area</div><div class="back-example-sentence-1-reading">20ねんかんにわたり、このくすりのけんきゅうをしてきた。</div><div class="back-example-sentence-1-english">We have conducted research on this drug for 20 years.</div>	grammar::w4 grammar::w4d6 jlpt::n2 type::grammar
<div class="front-main">いただく／ちょうだいする</div><div class="front-example-sentence-1">ご意見をいただき、ありがとうございました。</div><div class="front-example-sentence-2">意見をくれて、ありがとう。</div>	<div class="back-main-reading">いただく／ちょうだいする</div><div class="back-main-english-explanation">keigo for もらう (to receive, humble)</div><div class="back-example-sentence-1-reading">ごいけんをいただき、ありがとうございました。</div><div class="back-example-sentence-1-english">Thank you for your opinion.</div><div class="back-example-sentence-2-reading">いけんをくれて、ありがとう。</div><div class="back-example-sentence-2-english">Thanks for the opinion.</div>	grammar::w4 grammar::w4dExtra jlpt::n2 type::keigo
<div class="front-main">ご覧いただく</div><div class="front-example-sentence-1">ご覧いただき、ありがとうございました。</div><div class="front-example-sentence-2">見てくれて、ありがとう。</div>	<div class="back-main-reading">ごらんいただく</div><div class="back-main-english-explanation">keigo for 見てもらう (to have someone look at, humble)</div><div class="back-example-sentence-1-reading">ごらんいただき、ありがとうございました。</div><div class="back-example-sentence-1-english">Thank you for viewing it.</div><div class="back-example-sentence-2-reading">みてくれて、ありがとう。</div><div class="back-example-sentence-2-english">Thanks for looking at it.</div>	grammar::w4 grammar::w4dExtra jlpt::n2 type::keigo
<div class="front-main">上り線 ↔ 下り線</div><div class="front-example-sentence-1">上り線は事故のため止まっている。</div><div class="front-example-sentence-2">下り線はいつも通り動いている。</div>	<div class="back-main-reading">のぼりせん ↔ くだりせん</div><div class="back-main-english">inbound (to the city center) ↔ outbound (away from the city center)</div><div class="back-example-sentence-1-reading">のぼりせんはじこのためとまっている。</div><div class="back-example-sentence-1-english">The inbound line is stopped due to an accident.</div><div class="back-example-sentence-2-reading">くだりせんはいつもどおりうごいている。</div><div class="back-example-sentence-2-english">The outbound line is running as usual.</div>	listening::w4 listening::w4d2 jlpt::n2 type::contrast
<div class="front-main">承る</div><div class="front-example-sentence-1">ご予約は田中が承りました。</div><div class="front-example-sentence-2">予約は田中が受けました。</div>	<div class="back-main-reading">うけたまわる</div><div class="back-main-english-explanation">keigo for 受ける／引き受ける／聞く (to receive/accept/hear, humble)</div><div class="back-example-sentence-1-reading">ごよやくはたなかがうけたまわりました。</div><div class="back-example-sentence-1-english">Tanaka has taken your reservation.</div><div class="back-example-sentence-2-reading">よやくはたなかがうけました。</div><div class="back-example-sentence-2-english">Tanaka took the reservation.</div>	listening::w4 listening::w4d4 jlpt::n2 type::keigo
